################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         1         29   1.6848498472072726E-01   6.9066018195543200E-01   4.4300259047423030E-01   6.0843368004092756E-02
         1         30   4.2159286383257236E-02   3.7370855208941611E-01   2.1850277707209531E-01   3.5328586958332069E-02
         1         31   0.0000000000000000E+00   1.0091451467579816E-01   1.2047169348599689E-02   1.3551915507979025E-02
         1         32   0.0000000000000000E+00   1.0613418331868382E-01   1.3767927678911615E-02   1.4937544679776888E-02
         1         33   6.4971891366835607E-02   2.6256326215555370E-01   1.7044264514286112E-01   2.3323111719104297E-02
         1         34   2.3845509623914990E-02   1.5223978821982723E-01   8.2845493653463262E-02   1.4198339437891500E-02
         1         35   0.0000000000000000E+00   4.8324967386538985E-02   5.0607116282185291E-03   5.5910315221586503E-03
         1         36   0.0000000000000000E+00   3.7376156548777704E-02   5.2034059924496974E-03   5.5093322248064630E-03
         1         37   1.7140084409702445E-02   6.7392294099948666E-02   4.2603056194714120E-02   6.0191169455040775E-03
         1         38   5.3909681798462381E-03   3.8621321029584980E-02   2.1059440747179949E-02   3.9440728526884163E-03
         1         39   0.0000000000000000E+00   1.0925414998555497E-02   1.3871633861294577E-03   1.4971228887116889E-03
         1         40   0.0000000000000000E+00   9.9902793972613813E-03   1.2990446579545609E-03   1.3889453589570062E-03
         1         41   7.1414554204253728E-04   6.7417754631246968E-02   2.2848164646679884E-02   8.2841799018861014E-03
         1         42   5.9506863830469650E-03   9.9625077019513147E-02   4.2470321784751824E-02   1.2970171133559272E-02
         1         43   0.0000000000000000E+00   1.3678103906856809E-02   8.3808493072687969E-04   1.3651900485306733E-03
         1         44   0.0000000000000000E+00   2.0155238703515654E-02   1.2502906540396907E-03   2.3673483759904905E-03
         1         45   3.8774028967327199E-04   3.5852287279262991E-02   1.4452852121714665E-02   5.8999134568860218E-03
         1         46   0.0000000000000000E+00   1.7135314117890117E-02   7.4111620454901412E-04   1.3407046576049725E-03
         1         47   0.0000000000000000E+00   1.6909521610832676E-02   1.2423277978315776E-03   2.3686138651756354E-03
         1         48   0.0000000000000000E+00   8.6374550160886378E-04   9.1800377985507191E-06   4.0328291858843114E-05
         1         49   0.0000000000000000E+00   3.3427726999505380E-03   3.6101187711516278E-05   1.3297498958775465E-04
         1         50   0.0000000000000000E+00   9.8629357667199820E-04   3.8103399769807468E-06   2.8196677064432700E-05
         1         51   2.8628120145804603E-03   1.5515660067656592E-01   6.0318968685627590E-02   1.8437163012258926E-02
         1         52   4.7352411778073804E-02   2.9239441452302523E-01   1.5479593431790448E-01   3.2972766203165707E-02
         1         53   0.0000000000000000E+00   2.0507459648551753E-02   1.8488830032990470E-03   2.6528813436621375E-03
         1         54   0.0000000000000000E+00   2.9876449595018551E-02   3.0758025781483849E-03   4.4461948436219463E-03
         1         55   7.9698069823608394E-04   3.4593060557373920E-02   1.3954352828751345E-02   4.2326699333423692E-03
         1         56   0.0000000000000000E+00   3.0011438294685153E-02   2.5268569824166607E-03   4.0051274139322034E-03
         1         57   0.0000000000000000E+00   8.0137797797270455E-03   8.7870774794078358E-04   1.1194478898042528E-03
         1         58   0.0000000000000000E+00   1.5898054344044557E-03   1.6538145034626093E-05   7.5542176272115884E-05
         1         59   0.0000000000000000E+00   6.2693569162163305E-03   9.4579120784567356E-05   3.1650510936932633E-04
         1         60   0.0000000000000000E+00   1.0743818956619564E-03   4.9866279658596482E-06   3.5191451803038953E-05
         1         61   7.6091963438352020E-05   1.7695873267487481E-02   4.2969903287773540E-03   1.9576495094286795E-03
         1         62   1.9863107458641539E-04   3.5582491117866502E-02   1.1964676169249422E-02   5.5011186401727023E-03
         1         63   0.0000000000000000E+00   4.5399437870899855E-03   8.0910192186418672E-05   1.6906702560852047E-04
         1         64   0.0000000000000000E+00   7.2711062863746768E-03   3.2474693063875220E-04   7.8048430773877285E-04
         1         65   2.1552525866100566E-05   2.1933521896478948E-02   7.6371763394777713E-03   4.5041194144566912E-03
         1         66   0.0000000000000000E+00   1.0896827514017224E-02   7.4403334086986888E-05   1.9025391569631788E-04
         1         67   0.0000000000000000E+00   1.3966865358672064E-02   7.5277019219823936E-04   1.7902685908281848E-03
         1         68   0.0000000000000000E+00   2.3149907284037409E-04   7.6922883915614818E-07   4.2657871825470014E-06
         1         69   0.0000000000000000E+00   6.0662730352092106E-04   4.3925204777394898E-06   2.0948668118539517E-05
         1         70   0.0000000000000000E+00   2.3472643319640704E-04   5.4381405089684359E-07   4.2306510872729667E-06
         1         71   1.8754737284558728E-03   8.0766864027930291E-02   3.3757226548439309E-02   9.5967367049261988E-03
         1         72   3.4248441769477285E-02   1.8980235414345853E-01   1.0785375765123308E-01   2.2161886326123873E-02
         1         73   0.0000000000000000E+00   8.2575459064426326E-03   7.6351017095861241E-04   1.0275730072083235E-03
         1         74   0.0000000000000000E+00   1.4523000720752098E-02   1.7248944462131001E-03   2.3138878941633928E-03
         1         75   3.6327945994126594E-04   1.4107904095007671E-02   5.8134258666796817E-03   1.7944961532222919E-03
         1         76   0.0000000000000000E+00   1.5173839606389843E-02   1.4017224001308347E-03   2.1731734370752354E-03
         1         77   0.0000000000000000E+00   3.0692588464831996E-03   3.2220384925951657E-04   3.8679528339012278E-04
         1         78   0.0000000000000000E+00   5.0402779217698340E-04   5.2743621348461045E-06   2.5717610121003928E-05
         1         79   0.0000000000000000E+00   2.9369948624504961E-03   4.6089872497545511E-05   1.4895219186522436E-04
         1         80   0.0000000000000000E+00   2.2061685714053032E-04   1.2769641079731559E-06   8.6428661090062711E-06
         2          1   1.3310724450198805E-01   4.0376417066472103E-01   3.1020061608175925E-01   1.4651650935900250E-02
         2          2   1.0226914086304066E-08   1.1656927279837755E-03   1.6749161044575506E-04   1.1998574755909522E-04
         2          3   0.0000000000000000E+00   8.4684048226981445E-03   1.2742875599854069E-04   3.2005637337392329E-04
         2          4   0.0000000000000000E+00   1.7071417377599905E-04   1.5036878408747653E-06   4.7447506634587261E-06
         2          5   5.0486097304097821E-01   9.2823950892780582E-01   7.2019463366121772E-01   5.2075249768565056E-02
         2          6   2.0012954790851078E-06   2.0405603138943088E-02   4.9570085337138818E-03   2.8253760909412741E-03
         2          7   0.0000000000000000E+00   6.6507939538262756E-02   2.2432772399922935E-03   4.9139744819813695E-03
         2          8   0.0000000000000000E+00   4.0923874172256684E-03   7.1803014996934308E-05   1.7948003081417455E-04
         2          9   4.8217570060129339E-01   1.2247038125974861E+00   7.9770244643803656E-01   1.3056040825539808E-01
         2         10   1.4599997418669584E-04   1.6912822158657972E-01   5.7839507261185343E-02   2.5014853544111895E-02
         2         11   0.0000000000000000E+00   2.2057479257679341E-01   1.5417900398740020E-02   3.0068985831240166E-02
         2         12   0.0000000000000000E+00   3.6090611926972063E-02   1.3451348235764069E-03   2.7546903038067924E-03
         2         13   1.6053013655728379E-01   1.4165568412956036E+00   7.5520223446417223E-01   1.7757131992940592E-01
         2         14   4.0020992389219025E-03   5.8895059241632841E-01   2.7524909471306264E-01   8.3821039246511270E-02
         2         15   0.0000000000000000E+00   4.3321622680760474E-01   4.2314606165747261E-02   7.4761466002345109E-02
         2         16   0.0000000000000000E+00   1.4979492809590733E-01   1.0035607077981307E-02   1.7227171813132030E-02
         2         17   1.3274923918582832E-01   1.7831642438780420E+00   9.8873406406569353E-01   2.0584886273390904E-01
         2         18   4.1863055918486394E-02   1.0224777072397806E+00   5.7370143516671512E-01   1.1879192038462882E-01
         2         19   0.0000000000000000E+00   5.0560730702105150E-01   4.9635621450857551E-02   7.9309804695362376E-02
         2         20   0.0000000000000000E+00   3.1330781875329422E-01   3.0787203870343675E-02   4.4824590110462047E-02
         2         21   3.3899642566233856E-01   1.8155136072527023E+00   1.1278420631941859E+00   1.7969574133381488E-01
         2         22   1.7244721579313499E-01   1.0665156559291955E+00   6.0789290297246013E-01   1.0561880085853290E-01
         2         23   0.0000000000000000E+00   2.9860596164604508E-01   3.2196341965596176E-02   4.3449059794011126E-02
         2         24   0.0000000000000000E+00   3.4003361262941650E-01   4.1787618041177352E-02   5.1824380819043260E-02
         2         25   3.3843879970077850E-01   1.3424082692561772E+00   8.4251094260205472E-01   1.1501411976971786E-01
         2         26   1.2657163846955233E-01   7.5295306000870077E-01   4.1485016344944864E-01   6.6568390524545287E-02
         2         27   0.0000000000000000E+00   1.8400596195932689E-01   2.0212963653726827E-02   2.4539072066988403E-02
         2         28   0.0000000000000000E+00   2.1408728637571384E-01   2.9595732700689912E-02   3.2022598913393707E-02
         2         29   1.6572415286442582E-01   6.6149047127462579E-01   4.3700555414419057E-01   5.8441316620483928E-02
         2         30   7.5422709092719406E-02   3.5924943918900848E-01   2.1561868736357415E-01   3.7285653579853167E-02
         2         31   0.0000000000000000E+00   1.0173231342746203E-01   1.2645742025563168E-02   1.4542116187417315E-02
         2         32   0.0000000000000000E+00   9.7018380113594468E-02   1.4225138471045170E-02   1.4670432838884804E-02
         2         33   5.7796026186200125E-02   2.5515499782866091E-01   1.6569098730692655E-01   2.3288161135961129E-02
         2         34   2.3514546725407492E-02   1.4122738148073891E-01   8.2232491312847267E-02   1.5880946032165503E-02
         2         35   0.0000000000000000E+00   3.9342022279217757E-02   5.3406507552069072E-03   5.7701350967360558E-03
         2         36   0.0000000000000000E+00   4.0805223747738317E-02   5.2937743673415888E-03   5.5013447504837993E-03
         2         37   1.6473830666220095E-02   6.9979319610858709E-02   4.2118881494359897E-02   6.2177964622831244E-03
         2         38   4.5510615195292039E-03   3.6887946786697060E-02   2.0472150892024404E-02   4.0249214762917498E-03
         2         39   0.0000000000000000E+00   1.2460034491210440E-02   1.3444488680505839E-03   1.4385097934678163E-03
         2         40   0.0000000000000000E+00   1.0895681225152604E-02   1.3392299858509451E-03   1.4158970848430893E-03
         2         41   2.9515411598935674E-02   1.5484382982371769E-01   8.5722600757457385E-02   2.0582215361703016E-02
         2         42   1.3684950967265946E-03   5.5641895067666702E-02   2.1905494084810406E-02   7.0480470849555122E-03
         2         43   0.0000000000000000E+00   3.2743589122065778E-02   3.2674333037227155E-03   5.5185918663689468E-03
         2         44   0.0000000000000000E+00   1.0027115425033480E-02   8.3533355051501601E-04   1.1890018549136378E-03
         2         45   3.6995748460777562E-05   5.0686738240864667E-03   1.4209594486517473E-03   6.3871607041494102E-04
         2         46   0.0000000000000000E+00   5.6567223338848099E-03   4.1684811282406182E-04   7.0320193819007162E-04
         2         47   0.0000000000000000E+00   1.2725801655452773E-03   1.2061250899500226E-04   1.6026073259518510E-04
         2         48   0.0000000000000000E+00   2.0495470161189335E-03   2.6101787787276981E-05   1.1902682935488031E-04
         2         49   0.0000000000000000E+00   1.6136945338973523E-03   3.2423886886641632E-05   9.3713953837838116E-05
         2         50   0.0000000000000000E+00   2.4347445082240995E-04   1.5057760934555903E-06   8.4569272398178778E-06
         2         51   2.2520046829944837E-02   2.2509499493459695E-01   1.1154365534519892E-01   2.7089345791228871E-02
         2         52   7.2787312807761012E-03   1.9784560785887848E-01   9.1723325717053647E-02   2.5878485319545175E-02
         2         53   0.0000000000000000E+00   3.1274030855057845E-02   3.2685130702086347E-03   4.8717539663037492E-03
         2         54   0.0000000000000000E+00   3.5375833936898339E-02   3.4067375410297062E-03   4.7892810515405594E-03
         2         55   1.8004494624558487E-04   1.2444112604475735E-02   4.0267521211351720E-03   1.6096479920888194E-03
         2         56   0.0000000000000000E+00   1.8332439259457104E-02   1.5549172547502706E-03   2.4092274943819476E-03
         2         57   0.0000000000000000E+00   2.9239905079800014E-03   3.2702850627561918E-04   3.9487880927170421E-04
         2         58   0.0000000000000000E+00   2.3310051012804872E-03   3.0390302856044488E-05   1.4435166082889497E-04
         2         59   0.0000000000000000E+00   4.6230007169452891E-03   9.9825263987829684E-05   2.9291819740227945E-04
         2         60   0.0000000000000000E+00   4.5147516610951379E-04   2.8619404025350194E-06   1.7110035647034594E-05
         2         61   4.2537794916935080E-03   4.4138359795789880E-02   2.2549428056114911E-02   6.6790207683445737E-03
         2         62   1.1870628819330684E-04   1.1592691817860722E-02   4.6462606982937468E-03   1.6243692814018134E-03
         2         63   0.0000000000000000E+00   1.1372799622830925E-02   9.7790444403252422E-04   1.7746766578656419E-03
         2         64   0.0000000000000000E+00   3.0234337129712309E-03   1.4130883988554464E-04   2.3492062615197671E-04
         2         65   1.8414950488301704E-07   5.0926203903308006E-04   1.0543337527302727E-04   6.7957293963634901E-05
         2         66   0.0000000000000000E+00   6.2508298064884186E-04   3.3972747168481571E-05   6.8760268515434130E-05
         2         67   0.0000000000000000E+00   1.5190447210490683E-04   7.2859348815739341E-06   1.2489583185250569E-05
         2         68   0.0000000000000000E+00   4.5937909945686147E-04   4.2803407098581101E-06   2.0620175695138047E-05
         2         69   0.0000000000000000E+00   2.4378992025590344E-04   2.7423294080788574E-06   9.5089805739533759E-06
         2         70   0.0000000000000000E+00   2.5513801061894641E-05   1.1431619492157148E-07   6.6880909548719113E-07
         2         71   4.1302244816456878E-03   1.0499603601372774E-01   4.9864104229509536E-02   1.3330997016541429E-02
         2         72   5.2935242247969536E-03   1.3879505462124858E-01   6.9504067123043439E-02   1.9314734976870460E-02
         2         73   0.0000000000000000E+00   1.3725173659771122E-02   1.0391210975615034E-03   1.3971171186258438E-03
         2         74   0.0000000000000000E+00   2.5188660040449042E-02   2.4153105960182620E-03   3.5334013570607280E-03
         2         75   9.8569644258230760E-05   5.8761840381794340E-03   1.9541176255794229E-03   7.5064874163664383E-04
         2         76   0.0000000000000000E+00   1.0486592252212417E-02   8.9302867337965317E-04   1.3352300437828109E-03
         2         77   0.0000000000000000E+00   1.3805919851721112E-03   1.4688882942887288E-04   1.6866386380074807E-04
         2         78   0.0000000000000000E+00   5.7275981496776531E-04   6.9468952712489581E-06   3.2563759841302047E-05
         2         79   0.0000000000000000E+00   2.5860445515159649E-03   5.1238240886769610E-05   1.5180136252849962E-04
         2         80   0.0000000000000000E+00   1.4317658478832604E-04   9.4228473939473798E-07   5.9970557029307827E-06
         3          1   1.9039145121312731E-05   1.6142748427944022E-02   4.0855052335479915E-04   6.3360237028628247E-04
         3          2   3.5244679563308773E-05   1.2230032778271843E-02   1.9286722229549373E-03   1.0215150285002657E-03
         3          3   0.0000000000000000E+00   2.9174777721196541E-05   8.1976590747680519E-07   3.4573098250527675E-06
         3          4   0.0000000000000000E+00   1.2652693981029133E-03   3.7054902102612297E-05   8.7859436096140618E-05
         3          5   9.7411522978675289E-04   1.2952936007184046E-01   1.0629998949196607E-02   7.1233024181249147E-03
         3          6   1.3275753619817927E-03   1.0839257667739959E-01   3.3952670001814206E-02   1.3976689784543132E-02
         3          7   0.0000000000000000E+00   1.0508058000805974E-03   3.8241495881355870E-05   1.3654070266520168E-04
         3          8   0.0000000000000000E+00   1.7959906040293506E-02   9.7694736695168945E-04   1.8743198884483012E-03
         3          9   1.8842473836345703E-02   3.9988655785680355E-01   1.1963886632695582E-01   4.5092526905473503E-02
         3         10   1.9291728929404811E-02   4.7556693785434262E-01   2.3335452035391660E-01   7.2490209503766972E-02
         3         11   0.0000000000000000E+00   1.4071832159293614E-02   7.2380896391981608E-04   2.0626603769785487E-03
         3         12   0.0000000000000000E+00   9.7635326384508739E-02   1.0284645982677247E-02   1.6073108922848085E-02
         3         13   1.3440230270005182E-01   1.1717620301259783E+00   5.7702819949627870E-01   1.4449119104455857E-01
         3         14   1.1323359651287328E-01   1.0134970561764070E+00   6.4044418308603035E-01   1.4521208492796112E-01
         3         15   0.0000000000000000E+00   7.9123565520177561E-02   5.8919265629006849E-03   1.2353736549302512E-02
         3         16   0.0000000000000000E+00   3.1552395875235845E-01   4.4112123389125797E-02   5.6579523353425892E-02
         3         17   4.4525659474272622E-01   1.8229171343668629E+00   1.2187613243873712E+00   2.1686205642383152E-01
         3         18   2.0629975236460249E-01   1.1583502334885545E+00   7.5124993264841688E-01   1.3738704262329338E-01
         3         19   0.0000000000000000E+00   1.7924165861939789E-01   2.2448254283674706E-02   3.1751294748162212E-02
         3         20   0.0000000000000000E+00   4.9901502134861109E-01   8.0110168066754889E-02   8.5270838960292070E-02
         3         21   5.9088671134147064E-01   1.8206843860620026E+00   1.2238308369710638E+00   1.7930889429896615E-01
         3         22   2.0608959865588605E-01   8.2881791579268804E-01   4.8730123701839206E-01   9.1632323877185645E-02
         3         23   0.0000000000000000E+00   2.1243876513249890E-01   4.3790682899588942E-02   4.1391360452893787E-02
         3         24   0.0000000000000000E+00   3.0987477464324342E-01   6.8548021472992660E-02   5.9899748303593348E-02
         3         25   3.4353679367369933E-01   1.1733754673259151E+00   7.3210280263567118E-01   1.1016395010321939E-01
         3         26   8.9828969887273930E-02   5.7749575112889251E-01   3.0592923266854399E-01   6.5256265875375863E-02
         3         27   0.0000000000000000E+00   1.6485307635982296E-01   4.6175189394925903E-02   3.4238322712931292E-02
         3         28   0.0000000000000000E+00   1.5166795049838994E-01   3.8888013928743824E-02   2.6737352396147471E-02
         3         29   1.6774811804639414E-01   6.0801178342221729E-01   3.6467500142816178E-01   6.1580003093657062E-02
         3         30   6.5021307875941070E-02   3.3896696646571794E-01   1.9139707668210226E-01   4.2507481790380407E-02
         3         31   0.0000000000000000E+00   9.7391341263143208E-02   2.6798652264296442E-02   1.8796417243140143E-02
         3         32   0.0000000000000000E+00   8.2963602252924512E-02   2.2873114337931086E-02   1.5651186698224982E-02
         3         33   7.8367604802182050E-02   2.4559701459586711E-01   1.5319075932659831E-01   2.6778785516458212E-02
         3         34   2.8697365683466893E-02   1.3487957990520719E-01   8.0832341831767004E-02   1.6370269178873364E-02
         3         35   0.0000000000000000E+00   3.4836542206176338E-02   8.7993370888251425E-03   6.4219622416715957E-03
         3         36   0.0000000000000000E+00   3.8993412296391479E-02   1.0958861117492070E-02   7.4456754685606761E-03
         3         37   1.8442457086103540E-02   6.6566560510933917E-02   4.1990263038566240E-02   7.1319277923279209E-03
         3         38   6.1272251420352534E-03   3.4376990048828548E-02   2.0348634550132975E-02   3.9564598385620963E-03
         3         39   0.0000000000000000E+00   7.2472378086297449E-03   1.7150755338893996E-03   1.4018264616199279E-03
         3         40   0.0000000000000000E+00   1.0444885667820142E-02   2.9690034731921083E-03   1.9951376157810582E-03
         3         41   1.1124600001551749E-03   2.1731008522726115E-02   7.1205546515784243E-03   2.7823791804613375E-03
         3         42   1.4372621559660783E-03   3.6187923531408962E-02   1.2671379820881581E-02   5.0394633489296162E-03
         3         43   0.0000000000000000E+00   2.4660281352554699E-03   3.2525383321881833E-04   4.0232390679538889E-04
         3         44   0.0000000000000000E+00   5.3533560524067058E-03   8.8764688080190187E-04   9.3463007762127268E-04
         3         45   2.5699378090957812E-04   1.5315313579544625E-02   5.5638437074180744E-03   2.5260266584092163E-03
         3         46   0.0000000000000000E+00   2.2876841812174194E-03   2.8934653907764483E-04   3.9649333528779404E-04
         3         47   0.0000000000000000E+00   4.0108317725136228E-03   7.3277881260221784E-04   7.4457022423607205E-04
         3         48   0.0000000000000000E+00   6.9288285557997704E-05   2.0927480880477140E-06   6.5487990668961758E-06
         3         49   0.0000000000000000E+00   9.2199701794740683E-04   3.9107456734074088E-05   9.1603848421517079E-05
         3         50   0.0000000000000000E+00   8.1824682597836167E-04   2.1280490643517391E-05   6.8154078192113657E-05
         3         51   7.8450929700938071E-03   7.4029074759073429E-02   3.3547506318786599E-02   1.0494745276222557E-02
         3         52   2.2066821878028713E-02   1.6938643068840678E-01   8.6252117653022986E-02   2.3178312053677610E-02
         3         53   0.0000000000000000E+00   6.8711376141434707E-03   1.2317556334919034E-03   1.2843802846713485E-03
         3         54   0.0000000000000000E+00   1.6027324765764010E-02   3.0681239985193244E-03   2.7857454074422597E-03
         3         55   8.6829056526042568E-04   2.3007468612269204E-02   9.3577847147753353E-03   3.8150136743546996E-03
         3         56   0.0000000000000000E+00   8.4857128595352809E-03   1.4207027380521485E-03   1.6451917432195031E-03
         3         57   0.0000000000000000E+00   5.6158716411644849E-03   1.2688515243045519E-03   1.0565617424991775E-03
         3         58   0.0000000000000000E+00   1.6445308686253255E-04   6.1444185748577892E-06   1.8555979915089936E-05
         3         59   0.0000000000000000E+00   2.9998017668533944E-03   1.7456644419841109E-04   3.5563829688700188E-04
         3         60   0.0000000000000000E+00   8.0331243376869591E-04   2.5124150240687555E-05   8.0029931809820061E-05
         3         61   2.2745329394990044E-05   2.0126707222271269E-03   4.3120249216958026E-04   2.3038165041723972E-04
         3         62   3.6579364090863527E-05   4.3807068978803255E-03   1.1728212763849044E-03   5.8971546394782231E-04
         3         63   0.0000000000000000E+00   1.3635712088629380E-04   9.3959256537422134E-06   1.6091218839513038E-05
         3         64   0.0000000000000000E+00   6.5238755779035485E-04   6.5306039282806406E-05   8.7390554344857210E-05
         3         65   5.2153316815464081E-06   2.5018844399456960E-03   7.7692254965235498E-04   4.1421704293102997E-04
         3         66   0.0000000000000000E+00   1.6796484587985471E-04   1.0700000135905319E-05   1.9292730967365014E-05
         3         67   0.0000000000000000E+00   7.0020599724123986E-04   8.9655424932432376E-05   1.1460252541075714E-04
         3         68   0.0000000000000000E+00   5.4915137323873432E-06   6.2221960232072231E-08   2.6783119720163798E-07
         3         69   0.0000000000000000E+00   4.6285129852412990E-05   9.3161298205265208E-07   3.5151352822707315E-06
         3         70   0.0000000000000000E+00   1.2470994626803707E-04   3.0489413212337820E-06   1.0868001381662017E-05
         3         71   5.7651688587121580E-03   4.4073396959091730E-02   2.1849175298657417E-02   6.2765801207455910E-03
         3         72   1.9004748281848720E-02   1.2182371713481323E-01   6.7786649302651422E-02   1.6565316215641484E-02
         3         73   0.0000000000000000E+00   3.5783366634283081E-03   6.5210312300789002E-04   6.2275653416812469E-04
         3         74   0.0000000000000000E+00   8.9219448413436972E-03   1.7362137988989562E-03   1.4908015704949513E-03
         3         75   2.5401934006968776E-04   7.8474870468378966E-03   3.3424442318593026E-03   1.3139583417013522E-03
         3         76   0.0000000000000000E+00   5.2234917560997022E-03   8.7503411002697452E-04   9.4255740225162807E-04
         3         77   0.0000000000000000E+00   1.7041757890072418E-03   4.4424330262694020E-04   3.1835597618766514E-04
         3         78   0.0000000000000000E+00   9.0531593167971438E-05   2.7264450462604347E-06   8.4777089840942033E-06
         3         79   0.0000000000000000E+00   1.4850253805613486E-03   1.0000356231305523E-04   1.9304712380910032E-04
         3         80   0.0000000000000000E+00   1.6865637334688695E-04   5.1806749223386240E-06   1.6585472092920608E-05
         4          1   1.9852137895519177E-05   2.5359470074477634E-02   6.2588013138612335E-03   3.1720362727268529E-03
         4          2   7.1819364111277828E-07   3.1644577855824386E-04   2.2758763890965526E-05   1.7180052395961937E-05
         4          3   0.0000000000000000E+00   1.2652693981244825E-03   3.7054902102612297E-05   9.4240767228984478E-05
         4          4   0.0000000000000000E+00   2.2786365839147260E-06   2.8598317210851446E-08   1.6804095661095816E-07
         4          5   9.8909854712932849E-04   2.0713613008748122E-01   7.9219551146445133E-02   2.9947981486854208E-02
         4          6   6.4718123416249848E-05   8.7265753480221028E-03   1.0867600445741614E-03   5.8263546870384458E-04
         4          7   0.0000000000000000E+00   1.7959906060223546E-02   9.7694736695168945E-04   2.0658105598895080E-03
         4          8   0.0000000000000000E+00   1.3859334191978026E-04   2.2958226625075383E-06   1.1308739334977088E-05
         4          9   1.8971992468610581E-02   7.3720486930372597E-01   4.0740305693413126E-01   1.1829027936781812E-01
         4         10   2.2909932596544631E-03   9.2779812057356373E-02   2.0359016691577195E-02   7.7754619613453575E-03
         4         11   0.0000000000000000E+00   1.3772222673337531E-01   1.0284645982677247E-02   1.8416698527380627E-02
         4         12   0.0000000000000000E+00   3.1010978877004992E-03   7.2861322274004459E-05   2.9190025109593223E-04
         4         13   1.4419434243516252E-01   1.4565253058901217E+00   9.1619684641378663E-01   2.1649565932432627E-01
         4         14   3.0332022815522337E-02   3.9272235476189482E-01   1.5189190587416684E-01   4.0797918693891780E-02
         4         15   0.0000000000000000E+00   4.2746286957780943E-01   4.4112123389125797E-02   6.8370022100542313E-02
